Source,Team,Rank,ensembl_gene_id,hgnc_symbol,Target_Choice_Justification,Predicted_Therapeutic_Direction,Data_used_to_support_target_selection,data_synapseID,study,input_data
AMP-AD,Mayo-UFL-ISB,IT08,ENSG00000100906,NFKBIA,Additional Immune,Antagonism predicted to reduce disease progression,RNASeq: Up in AD in CER and TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT09,ENSG00000144802,NFKBIZ,Additional Immune,Antagonism predicted to reduce disease progression,RNASeq: Up in AD in CER and TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT10,ENSG00000105383,CD33,Additional Immune,Antagonism predicted to reduce disease progression,AD GWAS risk gene,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT11,ENSG00000174125,TLR1,Additional Immune,Agonism predicted to reduce disease progression,RNASeq: Up in AD in CER and TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT12,ENSG00000137462,TLR2,Additional Immune,Agonism predicted to reduce disease progression,RNASeq and network analysis: Immune Module; Up in AD in CER and TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT13,ENSG00000136869,TLR4,Additional Immune,Agonism predicted to reduce disease progression,RNASeq: Up in AD in CER and TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT14,ENSG00000088827,SIGLEC1,Additional Immune,Antagonism predicted to reduce disease progression,RNASeq: Up in AD in CER and TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT15,ENSG00000254415,SIGLEC14,Additional Immune,Antagonism predicted to reduce disease progression,RNASeq: Up in AD in CER and TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT16,ENSG00000105366,SiGLEC8,Additional Immune,Antagonism predicted to reduce disease progression,RNASeq and network analysis: Immune Module,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT17,ENSG00000129450,SIGLEC9,Additional Immune,Antagonism predicted to reduce disease progression,RNASeq and network analysis: Immune Module,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT18,ENSG00000117228,GBP1,Additional Immune,Agonism predicted to reduce disease progression,RNASeq and network analysis: Immune Module,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT19,ENSG00000162645,GBP2,Additional Immune,Agonism predicted to reduce disease progression,RNASeq and network analysis: Immune Module,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT20,ENSG00000117226,GBP3,Additional Immune,Agonism predicted to reduce disease progression,RNASeq: Up in AD in  TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT21,ENSG00000168329,CX3CR1,Additional Immune,Antagonism predicted to reduce disease progression,RNASeq:Down in AD/previous modeling studies,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT22,ENSG00000006210,CX3CL1,Additional Immune,Agonism predicted to reduce disease progression,RNASeq:Down in AD/previous modeling studies,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT23,ENSG00000011600,TYROBP,Additional Immune,Agonism predicted to reduce disease progression,"Immune module, Up in AD (TCX simple significant, comprehensive not significant)",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT24,ENSG00000139572,GPR84,Additional Immune,Agonism predicted to reduce disease progression,RNASeq: Up in AD in  TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT25,ENSG00000143546,S100A8,Additional Immune,Agonism predicted to reduce disease progression,RNASeq and network analysis: Immune Module,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT26,ENSG00000163220,S100A9,Additional Immune,Agonism predicted to reduce disease progression,RNASeq and network analysis: Immune Module,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT27,ENSG00000169313,P2RY12,Additional Immune,Agonism predicted to reduce disease progression,"Immune module (AD vs. Con, Simple, TCX), DEGs non-significant",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT28,ENSG00000181631,P2RY13,Additional Immune,Agonism predicted to reduce disease progression,"Immune module (AD vs. Con, Simple, TCX), DEGs non-significant",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT29,ENSG00000066336,SPI1,Additional Immune,Agonism predicted to reduce disease progression,"AD risk gene, transcription factor, Immune module,  Up in AD (TCX simple significant, comprehensive not significant)",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT30,ENSG00000110077,MS4A6A,Additional Immune,Unknown,"AD GWAS risk gene, Immune module, Up in AD (TCX simple suggestive, comprehensive not significant)",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT31,ENSG00000110079,MS4A4A,Additional Immune,Unknown,"AD GWAS risk gene, Immune module, Up in AD (TCX simple significant, comprehensive not significant)",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT32,ENSG00000149781,FERMT3,Additional Immune,Unknown,"AD GWAS risk gene, Immune module, Up in AD (TCX simple suggestive, comprehensive not significant)",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT33,ENSG00000100599,RIN3,Additional Immune,Unknown,"AD GWAS risk gene, Immune module, Up in AD (TCX simple significant, comprehensive not significant)",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT34,ENSG00000166428,PLD4,Additional Immune,Unknown,"AD risk gene, Immune module, DEG not significant",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT35,ENSG00000161911,TREML1,Additional Immune,Agonism predicted to reduce disease progression,TREM locus gene higher brain levels of which are associated with protective regulatory variant at this locus,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,IT36,ENSG00000104903,LYL1,Additional Immune,Agonism predicted to reduce disease progression,"Transcription factor predicted to bind in TREM locus regulatory region, Immune module",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO01,ENSG00000124920,MYRF,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,RNASeq and network analysis: Myelin module,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO02,ENSG00000204655,MOG,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,"Myelination gene, Myelin module, DEG not significant",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO03,ENSG00000168314,MOBP,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,"PSP risk GWAS gene, Myelin module, Down in AD (DEG TCX, not significant in simple, suggestive in comprehensive)",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO04,ENSG00000084453,SLCO1A2,Myelin oligodendrocyte target,Unknown,"PSP risk GWAS gene, Myelin module, Down in AD (DEG TCX, not significant in simple, suggestive in comprehensive)",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO05,ENSG00000182168,UNC5C,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,"AD risk gene, Myelin module, DEG not significant",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO06,ENSG00000123560,PLP1,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,"Myelination gene, Myelin module, DEG not significant",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO07,ENSG00000102934,PLLP,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,"Myelination gene, Myelin module, Down in AD (DEG TCX, not significant in simple, comprehensive) ",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO08,ENSG00000203710,CR1,Myelin oligodendrocyte target,Antagonism predicted to reduce disease progression,AD risk GWAS gene,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO09,ENSG00000103089,FA2H,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,RNASeq and network analysis: Myelin module,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO10,ENSG00000197430,OPALIN,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,RNASeq and network analysis: Myelin module,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO11,ENSG00000170775,GPR37,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,RNASeq and network analysis: Myelin module,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO12,ENSG00000174607,UGT8,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,RNASeq and network analysis: Myelin module,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO13,ENSG00000173786,CNP,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,"Myelination gene, Myelin module, Down in AD (DEG TCX, not significant in simple, comprehensive)",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO14,ENSG00000167123,CERCAM,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,May be involved in myelination,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO15,ENSG00000017427,IGF1,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,RNAseq down in AD known to be an oligodendrocyte growth factor,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO16,ENSG00000140443,IGF1R,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,RNASeq: Up in AD in CER and TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO17,ENSG00000157168,NRG1,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,RNAseq down in AD known to be an oligodendrocyte growth factor,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO18,ENSG00000065361,ERBB3,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,RNASeq and network analysis: Myelin module,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO19,ENSG00000178568,ERBB4,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,Overlap function with ERBB4,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO20,ENSG00000197746,PSAP,Myelin oligodendrocyte target,Agonism predicted to reduce disease progression,RNASeq: Up in AD in CER and TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,MO21,ENSG00000136717,BIN1,Myelin oligodendrocyte target,Unknown,"AD risk GWAS gene, myelin module, DEG not significant",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,NST01,ENSG00000128564,VGF,Neuronal synaptic targets,Agonism predicted to reduce disease progression,"AD vs Control (Simple, TCX) synaptic module, Down in AD (DEG significant TCX, simple and comprehensive)",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,NST02,ENSG00000176697,BDNF,Neuronal synaptic targets,Agonism predicted to reduce disease progression,"AD vs Control (Simple, TCX) synaptic module, Down in AD (DEG significant TCX, simple and comprehensive)",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,NST03,ENSG00000266524,GDF10,Neuronal synaptic targets,Agonism predicted to reduce disease progression,inference/mutiple studies show it to be a neuroprotective agent ,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,NST04,ENSG00000169884,WNT10B,Neuronal synaptic targets,Agonism predicted to reduce disease progression,RNASeq and network analysis: Synaptic module,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,NST05,ENSG00000146904,EPHA1,Neuronal synaptic targets,Agonism predicted to reduce disease progression,"AD GWAS candidate gene, AD vs Control (Simple, TCX) synaptic module, Down in AD (DEG not significant TCX, simple and comprehensive)",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,PDN01,ENSG00000166033,HTRA1,Plaque/dystrophic neurite targets,Antagonism predicted to reduce disease progression,Proteome Data From APP Mice/IHC showing accumualtion in Dystophic Neurites,syn17008061,APP Mice,Proteomics
AMP-AD,Mayo-UFL-ISB,PDN02,ENSG00000109072,VTN,Plaque/dystrophic neurite targets,Antagonism predicted to reduce disease progression,Proteome Data From APP Mice/IHC showing accumualtion in plaques,syn17008061,APP Mice,Proteomics
AMP-AD,Mayo-UFL-ISB,PDN03,ENSG00000130203,APOE,Plaque/dystrophic neurite targets,Unknown,Proteome Data From APP Mice/Genetics/Human Data,syn17008061,APP Mice,Proteomics
AMP-AD,Mayo-UFL-ISB,PDN04,ENSG00000120885,CLU,Plaque/dystrophic neurite targets,Unknown,Proteome Data from APP mice/RNASeq: Up in AD in CER and TCX,syn17008061,APP Mice,Proteomics
AMP-AD,Mayo-UFL-ISB,PDN05,ENSG00000189058,APOD,Plaque/dystrophic neurite targets,Agonism predicted to reduce disease progression,Proteome Data from APP mice/RNASeq: Up in AD in CER and TCX,syn17008061,APP Mice,Proteomics
AMP-AD,Mayo-UFL-ISB,PDN06,ENSG00000162961,DPY30,Plaque/dystrophic neurite targets,Unknown,Proteome Data From APP Mice,syn17008061,APP Mice,Proteomics
AMP-AD,Mayo-UFL-ISB,PDN07,ENSG00000122952,ZWINT,Plaque/dystrophic neurite targets,Unknown,Proteome Data From APP Mice,syn17008061,APP Mice,Proteomics
AMP-AD,Mayo-UFL-ISB,PDN08,ENSG00000071655,MBD3,Plaque/dystrophic neurite targets,Unknown,Proteome Data From APP Mice,syn17008061,APP Mice,Proteomics
AMP-AD,Mayo-UFL-ISB,PDN09,ENSG00000104332,SFRP1,Plaque/dystrophic neurite targets,Antagonism predicted to reduce disease progression,Proteome Data From APP Mice/RNASeq and network analysis: Myelin module,syn17008061,APP Mice,Proteomics
AMP-AD,Mayo-UFL-ISB,PDN10,ENSG00000196154,S100A4,Plaque/dystrophic neurite targets,Unknown,RNASeq and network analysis: Immune Module/Proteome Data From Mice/IHC showing vessel staining,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,PDN11,ENSG00000151655,ITIH2,Plaque/dystrophic neurite targets,Unknown,Proteome Data From APP Mice,syn17008061,APP Mice,Proteomics
AMP-AD,Mayo-UFL-ISB,PDN12,ENSG00000188517,COL25A1,Plaque/dystrophic neurite targets,Unknown,Proteome Data From APP Mice/Previous studies showing plaque component,syn17008061,APP Mice,Proteomics
AMP-AD,Mayo-UFL-ISB,PDN13,ENSG00000196136,SERPINA3,Plaque/dystrophic neurite targets,Antagonism predicted to reduce disease progression,RNASeq and network analysis: Immune Module; Up in AD in CER and TCX,syn17008061,APP Mice,Proteomics
AMP-AD,Mayo-UFL-ISB,SRT01,ENSG00000096060,FKBP5,Stress response targets,Antagonism predicted to reduce disease progression,RNASeq: Up in AD in CER and TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,SRT02,ENSG00000167676,PLIN4,Stress response targets,Antagonism predicted to reduce disease progression,RNASeq: Up in AD in CER and TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,SRT03,ENSG00000109906,ZBTB16,Stress response targets,Antagonism predicted to reduce disease progression,RNASeq: Up in AD in CER and TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,SRT04,ENSG00000168309,FAM107A,Stress response targets,Unknown,RNASeq and network analysis: Immune Module,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,SRT05,ENSG00000133800,LYVE1,Stress response targets,Antagonism predicted to reduce disease progression,RNASeq: Up in AD in CER and TCX,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,SRT06,ENSG00000113580,NR3C1,Stress response targets,Antagonism predicted to reduce disease progression,CRH RNA seq studies key mediator of negative effects of cortisol,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,SRT07,ENSG00000120088,CRHR1,Stress response targets,Antagonism predicted to reduce disease progression,"AD vs Control (Simple, TCX) synaptic module, Down in AD (DEG significant TCX, simple and not significant comprehensive)",syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,TF01,ENSG00000168610,STAT3,Transcription factor targets,Unknown,RNASeq and network analysis: Immune Module/TRENA,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,TF02,ENSG00000164600,NEUROD6,Transcription factor targets,Unknown,RNASeq and network analysis: Synaptic module/TRENA,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,TF03,ENSG00000141646,SMAD4,Transcription factor targets,Unknown,RNASeq and network analysis: Synaptic module/TRENA,syn17008061,Mayo,RNA
AMP-AD,Mayo-UFL-ISB,TF04,ENSG00000185591,SP1,Transcription factor targets,Unknown,RNASeq: Up in AD in CER and TCX,syn17008061,Mayo,RNA
Community,Chang Lab,PS1-1,ENSG00000175970,UNC119B,UNC119B was identified as an important key driver by predictive network analysis in temporal cortex in MAYO cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,Mayo,"Genetics, RNA"
Community,Chang Lab,PS1-2,ENSG00000126803,HSPA2,"HSPA2 was identified as an important key driver by predictive network analysis in frontal and temporal cortex in KRONOSII cohort, and frontal cortex in RUSH cohort, and Brodmann area 10 in MSBB cohort.",Antagonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"Kronos, Rush, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS1-3,ENSG00000198690,FAN1,"FAN1 was identified as an important key driver by predictive network analysis in temporal cortex in MAYO cohort, and dorsolateral prefrontal cortex in ROSMAP cohort.",Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP","Genetics, RNA"
Community,Chang Lab,PS1-4,ENSG00000166912,MTMR10,"MTMR10 was identified as an important key driver by predictive network analysis in dorsolateral prefrontal cortex in ROSMAP cohort, and frontal and temporal cortex in KRONOSII cohort.",Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"ROSMAP, Kronos","Genetics, RNA"
Community,Chang Lab,PS1-5,ENSG00000117592,PRDX6,"PRDX6 was identified as an important key driver by predictive network analysis in frontal and temporal cortex in KRONOSII cohort, and frontal cortex in RUSH cohort, and Brodmann area 10 in MSBB cohort.",Antagonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"Kronos, Rush, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS1-6,ENSG00000162241,SLC25A45,"SLC25A45 was identified as an important key driver by predictive network analysis in microglial cells of temporal cortex in MAYO cohort, and neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort.",Agonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP","Genetics, RNA"
Community,Chang Lab,PS1-7,ENSG00000003147,ICA1,"ICA1 was identified as an important key driver by predictive network analysis in microglial cells of dorsolateral prefrontal cortex in ROSMAP cohort, and microglial cells of temporal cortex in MAYO cohort, and neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort, and temporal cortex in MAYO cohort, and dorsolateral prefrontal cortex in ROSMAP cohort.",Agonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP","Genetics, RNA"
Community,Chang Lab,PS1-8,ENSG00000198743,SLC5A3,"SLC5A3 was identified as an important key driver by predictive network analysis in neuron cells of temporal cortex in MAYO cohort, and microglial cells of dorsolateral prefrontal cortex in ROSMAP cohort, and microglial cells of temporal cortex in MAYO cohort, and neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort, and temporal cortex in MAYO cohort, and dorsolateral prefrontal cortex in ROSMAP cohort.",Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP","Genetics, RNA"
Community,Chang Lab,PS1-9,ENSG00000150760,DOCK1,DOCK1 was identified as an important key driver by predictive network analysis in dorsolateral prefrontal cortex in ROSMAP cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,ROSMAP,"Genetics, RNA"
Community,Chang Lab,PS1-10,ENSG00000149269,PAK1,"PAK1 was identified as an important key driver by predictive network analysis in neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort, and dorsolateral prefrontal cortex in ROSMAP cohort, and frontal and temporal cortex in KRONOSII cohort, and Brodmann area 10 in MSBB cohort.",Agonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"ROSMAP, Kronos, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS1-11,ENSG00000132141,CCT6B,CCT6B was identified as an important key driver by predictive network analysis in microglial cells of temporal cortex in MAYO cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,Mayo,"Genetics, RNA"
Community,Chang Lab,PS1-12,ENSG00000124126,PREX1,PREX1 was identified as an important key driver by predictive network analysis in dorsolateral prefrontal cortex in ROSMAP cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,ROSMAP,"Genetics, RNA"
Community,Chang Lab,PS1-13,ENSG00000114166,KAT2B,KAT2B was identified as an important key driver by predictive network analysis in dorsolateral prefrontal cortex in ROSMAP cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,ROSMAP,"Genetics, RNA"
Community,Chang Lab,PS1-14,ENSG00000198792,TMEM184B,"TMEM184B was identified as an important key driver by predictive network analysis in microglial cells of temporal cortex in MAYO cohort, and neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort.",Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP","Genetics, RNA"
Community,Chang Lab,PS1-15,ENSG00000186298,PPP1CC,"PPP1CC was identified as an important key driver by predictive network analysis in microglial cells of dorsolateral prefrontal cortex in ROSMAP cohort, and microglial cells of temporal cortex in MAYO cohort, and neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort.",Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP","Genetics, RNA"
Community,Chang Lab,PS1-16,ENSG00000138411,HECW2,HECW2 was identified as an important key driver by predictive network analysis in temporal cortex in MAYO cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,Mayo,"Genetics, RNA"
Community,Chang Lab,PS1-17,ENSG00000077152,UBE2T,UBE2T was identified as an important key driver by predictive network analysis in dorsolateral prefrontal cortex in ROSMAP cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,ROSMAP,"Genetics, RNA"
Community,Chang Lab,PS1-18,ENSG00000137076,TLN1,"TLN1 was identified as an important key driver by predictive network analysis in neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort, and temporal cortex in MAYO cohort, and dorsolateral prefrontal cortex in ROSMAP cohort.",Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP","Genetics, RNA"
Community,Chang Lab,PS1-19,ENSG00000178209,PLEC,PLEC was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
Community,Chang Lab,PS1-20,ENSG00000169744,LDB2,"LDB2 was identified as an important key driver by predictive network analysis in temporal cortex in MAYO cohort, and dorsolateral prefrontal cortex in ROSMAP cohort, and frontal and temporal cortex in KRONOSII cohort.",Agonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP, Kronos","Genetics, RNA"
Community,Chang Lab,PS1-21,ENSG00000145335,SNCA,"SNCA was identified as an important key driver by predictive network analysis in temporal cortex in MAYO cohort, and frontal cortex in RUSH cohort.",Agonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, Rush","Genetics, RNA"
Community,Chang Lab,PS1-22,ENSG00000214530,STARD10,STARD10 was identified as an important key driver by predictive network analysis in microglial cells of dorsolateral prefrontal cortex in ROSMAP cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,ROSMAP,"Genetics, RNA"
Community,Chang Lab,PS1-23,ENSG00000177119,ANO6,ANO6 was identified as an important key driver by predictive network analysis in temporal cortex in MAYO cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,Mayo,"Genetics, RNA"
Community,Chang Lab,PS1-24,ENSG00000140575,IQGAP1,IQGAP1 was identified as an important key driver by predictive network analysis in dorsolateral prefrontal cortex in ROSMAP cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,ROSMAP,"Genetics, RNA"
Community,Chang Lab,PS1-25,ENSG00000106278,PTPRZ1,PTPRZ1 was identified as an important key driver by predictive network analysis in dorsolateral prefrontal cortex in ROSMAP cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,ROSMAP,"Genetics, RNA"
Community,Chang Lab,PS1-26,ENSG00000185201,IFITM2,"IFITM2 was identified as an important key driver by predictive network analysis in temporal cortex in MAYO cohort, and dorsolateral prefrontal cortex in ROSMAP cohort, and frontal and temporal cortex in KRONOSII cohort.",Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,"Mayo, ROSMAP","Genetics, RNA"
Community,Chang Lab,PS1-27,ENSG00000110395,CBL,CBL was identified as an important key driver by predictive network analysis in neuron cells of dorsolateral prefrontal cortex in ROSMAP cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from RNAseq and GWAS genotypes,syn18358612,ROSMAP,"Genetics, RNA"
Community,Chang Lab,PS2-1,ENSG00000197956,S100A6,S100A6 was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Antagonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
Community,Chang Lab,PS2-2,ENSG00000130414,NDUFA10,NDUFA10 was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
Community,Chang Lab,PS2-3,ENSG00000089169,RPH3A,RPH3A was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
Community,Chang Lab,PS2-4,ENSG00000079805,DNM2,DNM2 was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
Community,Chang Lab,PS2-5,ENSG00000117450,PRDX1,"PRDX1 was identified as an important key driver by predictive network analysis in frontal and temporal cortex in KRONOSII cohort, and Brodmann area 10 in MSBB cohort.",Antagonism predicted to reduce disease progression,"Predictive network analysis derived from RNAseq, Proteomics and GWAS genotypes",syn18358612,"Kronos, MSBB","Genetics, RNA, Protein"
Community,Chang Lab,PS2-6,ENSG00000168291,PDHB,PDHB was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
Community,Chang Lab,PS2-7,ENSG00000064787,BCAS1,BCAS1 was identified as an important key driver by predictive network analysis in Brodmann area 10 in MSBB cohort.,Agonism predicted to reduce disease progression,Predictive network analysis derived from Proteomics and GWAS genotypes,syn18358612,MSBB,"Genetics, Protein"
